Chirurgie 1,Neurochirurgie,HCL,0,1,662
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,HCL,0,3,478 - 903
Chirurgie 1,Ophtalmologie,HCL,0,9,14 - 442
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",HCL,0,1,46
Chirurgie 1,Chirurgie maxillo-faciale,HCL,0,1,421
Chirurgie 1,Chirurgie orale,HCL,0,1,2132
Chirurgie 2,Urologie,HCL,0,3,735 - 1695
Chirurgie 2,Gynécologie obstétrique,HCL,0,11,302 - 1851
Chirurgie 2,Chirurgie viscérale et digestive,HCL,0,3,362 - 1199
Chirurgie 2,Chirurgie vasculaire,HCL,0,1,2363
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,HCL,0,1,3268
Chirurgie 2,Chirurgie pédiatrique,HCL,0,1,1043
Chirurgie 2,Chirurgie orthopédique et traumatologique,HCL,0,5,311 - 1420
Médecine de l'aigu,Médecine d’urgence,HCL,0,20,275 - 4386
Médecine de l'aigu,Médecine intensive-réanimation,HCL,0,3,656 - 931
Médecine de l'aigu,Anesthésie-réanimation,HCL,0,19,51 - 635
Médecine d'investigation 1,Anatomie et cytologie pathologiques,HCL,0,2,3547 - 4944
Médecine d'investigation 1,Radiologie et imagerie médicale,HCL,0,10,237 - 1713
Médecine d'investigation 1,Médecine nucléaire,HCL,0,1,1144
Médecine d'investigation 2,Génétique médicale,HCL,0,1,250
Médecine d'investigation 2,Biologie médicale,HCL,2,3,6647 - 7766
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,HCL,4,3,6549 - 7461
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,HCL,0,1,4226
Santé publique - Santé au travail - Médecine légale,Santé publique,HCL,3,1,2161
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,HCL,0,3,803 - 1224
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,HCL,0,3,125 - 1529
Spécialités médicales transversales,Médecine interne et immunologie clinique,HCL,0,5,515 - 973
Spécialités médicales transversales,Maladies infectieuses et tropicales,HCL,0,3,37 - 164
Spécialités médicales transversales,Gériatrie,HCL,0,9,3426 - 5816
Spécialités médicales transversales,Dermatologie et vénéréologie,HCL,0,4,95 - 423
Spécialités médicales transversales,Allergologie,HCL,0,2,2078 - 2094
Spécialités médicales transversales,Rhumatologie,HCL,0,3,590 - 1199
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Neurologie,HCL,0,6,310 - 1184
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Psychiatrie,HCL,0,25,394 - 6904
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Médecine physique et de réadaptation,HCL,0,3,2849 - 4931
Hématologie - Oncologie - Hépato-gastroentérologie,Hépato-gastro-entérologie,HCL,0,6,222 - 1558
Hématologie - Oncologie - Hépato-gastroentérologie,Hématologie,HCL,0,2,846 - 1550
Hématologie - Oncologie - Hépato-gastroentérologie,Oncologie,HCL,0,6,1 - 538
Pédiatrie,Pédiatrie,HCL,0,16,17 - 2881
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Médecine vasculaire,HCL,0,2,2922 - 3095
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Médecine cardiovasculaire,HCL,0,7,71 - 409
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Néphrologie,HCL,0,3,405 - 1665
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Pneumologie,HCL,0,5,996 - 2055
Médecine générale,Médecine générale,HCL,0,126,95 - 6056
Chirurgie 1,Neurochirurgie,GRENOBLE,0,1,1338
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,GRENOBLE,0,2,1843 - 1846
Chirurgie 1,Ophtalmologie,GRENOBLE,0,3,451 - 686
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",GRENOBLE,0,0,
Chirurgie 1,Chirurgie maxillo-faciale,GRENOBLE,0,1,1051
Chirurgie 1,Chirurgie orale,GRENOBLE,0,0,
Chirurgie 2,Urologie,GRENOBLE,0,2,1340 - 1689
Chirurgie 2,Gynécologie obstétrique,GRENOBLE,0,5,2140 - 2365
Chirurgie 2,Chirurgie viscérale et digestive,GRENOBLE,0,2,1998 - 3002
Chirurgie 2,Chirurgie vasculaire,GRENOBLE,0,1,3243
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,GRENOBLE,0,1,3524
Chirurgie 2,Chirurgie pédiatrique,GRENOBLE,0,1,560
Chirurgie 2,Chirurgie orthopédique et traumatologique,GRENOBLE,0,3,1298 - 1563
Médecine de l'aigu,Médecine d’urgence,GRENOBLE,0,11,1152 - 3446
Médecine de l'aigu,Médecine intensive-réanimation,GRENOBLE,0,2,503 - 1403
Médecine de l'aigu,Anesthésie-réanimation,GRENOBLE,0,10,133 - 880
Médecine d'investigation 1,Anatomie et cytologie pathologiques,GRENOBLE,0,2,5156 - 5561
Médecine d'investigation 1,Radiologie et imagerie médicale,GRENOBLE,0,4,4 - 1375
Médecine d'investigation 1,Médecine nucléaire,GRENOBLE,0,1,2711
Médecine d'investigation 2,Génétique médicale,GRENOBLE,0,0,
Médecine d'investigation 2,Biologie médicale,GRENOBLE,3,0,
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,GRENOBLE,3,1,2051
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,GRENOBLE,0,1,4203
Santé publique - Santé au travail - Médecine légale,Santé publique,GRENOBLE,2,0,
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,GRENOBLE,0,2,861 - 937
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,GRENOBLE,0,2,3506 - 3554
Spécialités médicales transversales,Médecine interne et immunologie clinique,GRENOBLE,0,3,744 - 3849
Spécialités médicales transversales,Maladies infectieuses et tropicales,GRENOBLE,0,1,96
Spécialités médicales transversales,Gériatrie,GRENOBLE,2,3,3501 - 7427
Spécialités médicales transversales,Dermatologie et vénéréologie,GRENOBLE,0,2,195 - 333
Spécialités médicales transversales,Allergologie,GRENOBLE,0,1,3277
Spécialités médicales transversales,Rhumatologie,GRENOBLE,0,2,3132 - 3292
