Chirurgie 1,Neurochirurgie,HCL,0,1,662
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,HCL,0,3,738 - 918
Chirurgie 1,Ophtalmologie,HCL,0,9,14 - 487
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",HCL,0,1,46
Chirurgie 1,Chirurgie maxillo-faciale,HCL,0,1,297
Chirurgie 1,Chirurgie orale,HCL,0,1,2393
Chirurgie 2,Urologie,HCL,0,3,735 - 1695
Chirurgie 2,Gynécologie obstétrique,HCL,0,11,302 - 1823
Chirurgie 2,Chirurgie viscérale et digestive,HCL,0,3,362 - 1199
Chirurgie 2,Chirurgie vasculaire,HCL,0,1,990
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,HCL,0,1,1626
Chirurgie 2,Chirurgie pédiatrique,HCL,0,1,1886
Chirurgie 2,Chirurgie orthopédique et traumatologique,HCL,0,5,311 - 1347
Médecine de l'aigu,Médecine d’urgence,HCL,0,20,275 - 4017
Médecine de l'aigu,Médecine intensive-réanimation,HCL,0,3,846 - 1025
Médecine de l'aigu,Anesthésie-réanimation,HCL,0,19,51 - 659
Médecine d'investigation 1,Anatomie et cytologie pathologiques,HCL,0,2,3547 - 4644
Médecine d'investigation 1,Radiologie et imagerie médicale,HCL,0,10,256 - 1757
Médecine d'investigation 1,Médecine nucléaire,HCL,0,1,799
Médecine d'investigation 2,Génétique médicale,HCL,0,1,3975
Médecine d'investigation 2,Biologie médicale,HCL,2,3,6647 - 7766
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,HCL,3,4,6383 - 7461
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,HCL,0,1,4738
Santé publique - Santé au travail - Médecine légale,Santé publique,HCL,2,2,2161 - 7224
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,HCL,0,3,803 - 1224
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,HCL,0,3,125 - 1529
Spécialités médicales transversales,Médecine interne et immunologie clinique,HCL,0,5,564 - 1504
Spécialités médicales transversales,Maladies infectieuses et tropicales,HCL,0,3,37 - 718
Spécialités médicales transversales,Gériatrie,HCL,0,9,986 - 5814
