Chirurgie 1,Neurochirurgie,HCL,0,1,662
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,HCL,0,3,248 - 738
Chirurgie 1,Ophtalmologie,HCL,0,9,14 - 487
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",HCL,0,1,46
Chirurgie 1,Chirurgie maxillo-faciale,HCL,0,1,260
Chirurgie 1,Chirurgie orale,HCL,0,1,2717
Chirurgie 2,Urologie,HCL,0,3,735 - 1664
Chirurgie 2,Gynécologie obstétrique,HCL,0,11,302 - 1958
Chirurgie 2,Chirurgie viscérale et digestive,HCL,0,3,362 - 1199
Chirurgie 2,Chirurgie vasculaire,HCL,0,1,990
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,HCL,0,1,3445
Chirurgie 2,Chirurgie pédiatrique,HCL,0,1,1886
Chirurgie 2,Chirurgie orthopédique et traumatologique,HCL,0,5,311 - 1352
Médecine de l'aigu,Médecine d’urgence,HCL,0,20,275 - 4259
Médecine de l'aigu,Médecine intensive-réanimation,HCL,0,3,846 - 1403
Médecine de l'aigu,Anesthésie-réanimation,HCL,0,19,17 - 679
Médecine d'investigation 1,Anatomie et cytologie pathologiques,HCL,0,2,3547 - 4644
Médecine d'investigation 1,Radiologie et imagerie médicale,HCL,0,10,392 - 1694
Médecine d'investigation 1,Médecine nucléaire,HCL,0,1,1478
Médecine d'investigation 2,Génétique médicale,HCL,0,1,3975
Médecine d'investigation 2,Biologie médicale,HCL,2,3,6647 - 7766
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,HCL,2,5,6383 - 7461
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,HCL,0,1,4738
Santé publique - Santé au travail - Médecine légale,Santé publique,HCL,2,2,2161 - 7224
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,HCL,0,3,803 - 1289
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,HCL,0,3,125 - 1529
Spécialités médicales transversales,Médecine interne et immunologie clinique,HCL,0,5,564 - 1504
Spécialités médicales transversales,Maladies infectieuses et tropicales,HCL,0,3,37 - 610
Spécialités médicales transversales,Gériatrie,HCL,0,9,986 - 6336
Spécialités médicales transversales,Dermatologie et vénéréologie,HCL,0,4,99 - 452
Spécialités médicales transversales,Allergologie,HCL,0,2,2078 - 2094
Spécialités médicales transversales,Rhumatologie,HCL,0,3,590 - 1199
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Neurologie,HCL,0,6,519 - 1380
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Psychiatrie,HCL,0,25,1014 - 7053
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Médecine physique et de réadaptation,HCL,0,3,967 - 4499
Hématologie - Oncologie - Hépato-gastroentérologie,Hépato-gastro-entérologie,HCL,0,6,222 - 662
Hématologie - Oncologie - Hépato-gastroentérologie,Hématologie,HCL,0,2,538 - 846
Hématologie - Oncologie - Hépato-gastroentérologie,Oncologie,HCL,0,6,1 - 402
Pédiatrie,Pédiatrie,HCL,0,16,257 - 2787
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Médecine vasculaire,HCL,0,2,3095 - 3136
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Médecine cardiovasculaire,HCL,0,7,71 - 201
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Néphrologie,HCL,0,3,405 - 1665
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Pneumologie,HCL,0,5,153 - 1750
Médecine générale,Médecine générale,HCL,0,126,54 - 6175
Chirurgie 1,Neurochirurgie,GRENOBLE,0,1,1338
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,GRENOBLE,0,2,478 - 1202
Chirurgie 1,Ophtalmologie,GRENOBLE,0,3,681 - 726
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",GRENOBLE,0,0,
Chirurgie 1,Chirurgie maxillo-faciale,GRENOBLE,0,1,1056
Chirurgie 1,Chirurgie orale,GRENOBLE,0,0,
Chirurgie 2,Urologie,GRENOBLE,0,2,1340 - 1689
Chirurgie 2,Gynécologie obstétrique,GRENOBLE,0,5,1319 - 2350
Chirurgie 2,Chirurgie viscérale et digestive,GRENOBLE,0,2,1623 - 2864
Chirurgie 2,Chirurgie vasculaire,GRENOBLE,0,1,2840
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,GRENOBLE,0,1,3524
Chirurgie 2,Chirurgie pédiatrique,GRENOBLE,0,1,560
Chirurgie 2,Chirurgie orthopédique et traumatologique,GRENOBLE,0,3,747 - 1410
Médecine de l'aigu,Médecine d’urgence,GRENOBLE,0,11,1152 - 3450
Médecine de l'aigu,Médecine intensive-réanimation,GRENOBLE,0,2,503 - 1416
Médecine de l'aigu,Anesthésie-réanimation,GRENOBLE,0,10,133 - 880
Médecine d'investigation 1,Anatomie et cytologie pathologiques,GRENOBLE,0,2,4944 - 5815
Médecine d'investigation 1,Radiologie et imagerie médicale,GRENOBLE,0,4,4 - 1713
Médecine d'investigation 1,Médecine nucléaire,GRENOBLE,0,1,2711
Médecine d'investigation 2,Génétique médicale,GRENOBLE,0,0,
Médecine d'investigation 2,Biologie médicale,GRENOBLE,3,0,
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,GRENOBLE,3,1,2051
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,GRENOBLE,0,1,3742
Santé publique - Santé au travail - Médecine légale,Santé publique,GRENOBLE,2,0,
