Chirurgie 1,Neurochirurgie,HCL,0,1,662
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,HCL,0,3,478 - 918
Chirurgie 1,Ophtalmologie,HCL,0,9,14 - 451
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",HCL,0,1,185
Chirurgie 1,Chirurgie maxillo-faciale,HCL,0,1,421
Chirurgie 1,Chirurgie orale,HCL,0,1,1773
Chirurgie 2,Urologie,HCL,0,3,735 - 1695
Chirurgie 2,Gynécologie obstétrique,HCL,0,11,302 - 1607
Chirurgie 2,Chirurgie viscérale et digestive,HCL,0,3,362 - 1199
Chirurgie 2,Chirurgie vasculaire,HCL,0,1,990
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,HCL,0,1,3268
Chirurgie 2,Chirurgie pédiatrique,HCL,0,1,1979
Chirurgie 2,Chirurgie orthopédique et traumatologique,HCL,0,5,311 - 1352
Médecine de l'aigu,Médecine d’urgence,HCL,0,20,275 - 4265
Médecine de l'aigu,Médecine intensive-réanimation,HCL,0,3,656 - 931
Médecine de l'aigu,Anesthésie-réanimation,HCL,0,19,24 - 566
Médecine d'investigation 1,Anatomie et cytologie pathologiques,HCL,0,2,3547 - 4644
Médecine d'investigation 1,Radiologie et imagerie médicale,HCL,0,10,317 - 1676
Médecine d'investigation 1,Médecine nucléaire,HCL,0,1,1478
Médecine d'investigation 2,Génétique médicale,HCL,0,1,3975
Médecine d'investigation 2,Biologie médicale,HCL,1,4,6647 - 7766
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,HCL,3,4,6383 - 7461
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,HCL,0,1,4038
Santé publique - Santé au travail - Médecine légale,Santé publique,HCL,3,1,2161
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,HCL,0,3,803 - 1224
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,HCL,0,3,125 - 1529
Spécialités médicales transversales,Médecine interne et immunologie clinique,HCL,0,5,564 - 1504
Spécialités médicales transversales,Maladies infectieuses et tropicales,HCL,0,3,37 - 1150
Spécialités médicales transversales,Gériatrie,HCL,0,9,986 - 5816
Spécialités médicales transversales,Dermatologie et vénéréologie,HCL,0,4,257 - 596
Spécialités médicales transversales,Allergologie,HCL,0,2,2078 - 2094
Spécialités médicales transversales,Rhumatologie,HCL,0,3,590 - 2975
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Neurologie,HCL,0,6,438 - 1184
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Psychiatrie,HCL,0,25,1014 - 6899
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Médecine physique et de réadaptation,HCL,0,3,2849 - 4499
